PMID,Authors,Title,Date,Abstract,PMC ID
32857505,"Kimberley M Zorn, Daniel H Foil, Thomas R Lane, Daniel P Russo, Wendy Hillwalker, David J Feifarek, Frank Jones, William D Klaren, Ashley M Brinkman, Sean Ekins",Machine Learning Models for Estrogen Receptor Bioactivity and Endocrine Disruption Prediction.,2020,"The U.S. Environmental Protection Agency (EPA) periodically releases in vitro data across a variety of targets, including the estrogen receptor (ER). In 2015, the EPA used these data to construct mathematical models of ER agonist and antagonist pathways to prioritize chemicals for endocrine disruption testing. However, mathematical models require in vitro data prior to predicting estrogenic activity, but machine learning methods are capable of prospective prediction from the molecular structure alone. The current study describes the generation and evaluation of Bayesian machine learning models grouped by the EPA's ER agonist pathway model using multiple data types with proprietary software, Assay Central. External predictions with three test sets of in vitro and in vivo reference chemicals with agonist activity classifications were compared to previous mathematical model publications. Training data sets were subjected to additional machine learning algorithms and compared with rank normalized scores of internal five-fold cross-validation statistics. External predictions were found to be comparable or superior to previous studies published by the EPA. When assessing six additional algorithms for the training data sets, Assay Central performed similarly at a reduced computational cost. This study demonstrates that machine learning can prioritize chemicals for future in vitro and in vivo testing of ER agonism.",PMC8194504
32778734,"Heather L Ciallella, Daniel P Russo, Lauren M Aleksunes, Fabian A Grimm, Hao Zhu","Predictive modeling of estrogen receptor agonism, antagonism, and binding activities using machine- and deep-learning approaches.",2021,"As defined by the World Health Organization, an endocrine disruptor is an exogenous substance or mixture that alters function(s) of the endocrine system and consequently causes adverse health effects in an intact organism, its progeny, or (sub)populations. Traditional experimental testing regimens to identify toxicants that induce endocrine disruption can be expensive and time-consuming. Computational modeling has emerged as a promising and cost-effective alternative method for screening and prioritizing potentially endocrine-active compounds. The efficient identification of suitable chemical descriptors and machine-learning algorithms, including deep learning, is a considerable challenge for computational toxicology studies. Here, we sought to apply classic machine-learning algorithms and deep-learning approaches to a panel of over 7500 compounds tested against 18 Toxicity Forecaster assays related to nuclear estrogen receptor (ERα and ERβ) activity. Three binary fingerprints (Extended Connectivity FingerPrints, Functional Connectivity FingerPrints, and Molecular ACCess System) were used as chemical descriptors in this study. Each descriptor was combined with four machine-learning and two deep- learning (normal and multitask neural networks) approaches to construct models for all 18 ER assays. The resulting model performance was evaluated using the area under the receiver- operating curve (AUC) values obtained from a fivefold cross-validation procedure. The results showed that individual models have AUC values that range from 0.56 to 0.86. External validation was conducted using two additional sets of compounds (n = 592 and n = 966) with established interactions with nuclear ER demonstrated through experimentation. An agonist, antagonist, or binding score was determined for each compound by averaging its predicted probabilities in relevant assay models as an external validation, yielding AUC values ranging from 0.63 to 0.91. The results suggest that multitask neural networks offer advantages when modeling mechanistically related endpoints. Consensus predictions based on the average values of individual models remain the best modeling strategy for computational toxicity evaluations.",PMC7873171
32767448,"Biao Huang, Xue Yang, Wenchen Zhang, Jian Wu, Pengfei Liu, Zhigang Hu, Tingting Wang",Receptor antibody time-resolved A2 phospholipase bead immunochromatography and its application in idiopathic membranous nephropathy.,2020,"To detect phospholipase A2 receptor (PLA2R) antibody by established time-resolved fluorescent bead immunochromatographic assay. The reaction time of coupling, pH of the reaction, and coupling ratio of the label to PLA2R were determined. The EDC method was used to covalently couple PLA2R to time-resolved fluorescent beads, which were sprayed onto a bonding pad. PLA2R and rabbit anti-PLA2R antibody sprayed onto a nitrocellulose membrane were used as detection and quality control lines, respectively. Immunochromatographic test strips were prepared to enable rapid detection of PLA2R antibodies. Various technical indicators were evaluated, and the correlation among this method, enzyme-linked immunosorbent assay (ELISA), and serum analysis was examined. The pH suitable for labeling was 6.5. The optimal mass ratio of PLA2R protein to fluorescent beads was 0.08:1, and the reaction time of coupling was at least 1.5 hours. The appropriate spray film size of the coupled fluorescent bead was 5 μL/cm, and the appropriate staining concentration of the test line was 0.28 mg/mL. Further, 80 µL of sample was required for the test, and the result was obtained in only 15 minutes. The measurable range of this method was 5-1500 RU/mL. Intra- and inter-assay coefficients of variation were 7.61% and 11.07%, respectively, with an average recovery rate of 93.77%. The method showed a good correlation with ELISA, with a correlation coefficient of 0.936. This method could better meet the clinical demand for idiopathic membranous nephropathy (IMN) detection.",PMC7755819
32764486,"Chao Zhang, Tiziana Schilirò, Marta Gea, Silvia Bianchi, Angelo Spinello, Alessandra Magistrato, Gianfranco Gilardi, Giovanna Di Nardo",Molecular Basis for Endocrine Disruption by Pesticides Targeting Aromatase and Estrogen Receptor.,2020,"The intensive use of pesticides has led to their increasing presence in water, soil, and agricultural products. Mounting evidence indicates that some pesticides may be endocrine disrupting chemicals (EDCs), being therefore harmful for the human health and the environment. In this study, three pesticides, glyphosate, thiacloprid, and imidacloprid, were tested for their ability to interfere with estrogen biosynthesis and/or signaling, to evaluate their potential action as EDCs. Among the tested compounds, only glyphosate inhibited aromatase activity (up to 30%) via a non-competitive inhibition or a mixed inhibition mechanism depending on the concentration applied. Then, the ability of the three pesticides to induce an estrogenic activity was tested in MELN cells. When compared to 17β-estradiol, thiacloprid and imidacloprid induced an estrogenic activity at the highest concentrations tested with a relative potency of 5.4 × 10-10 and 3.7 × 10-9, respectively. Molecular dynamics and docking simulations predicted the potential binding sites and the binding mode of the three pesticides on the structure of the two key targets, providing a rational for their mechanism as EDCs. The results demonstrate that the three pesticides are potential EDCs as glyphosate acts as an aromatase inhibitor, whereas imidacloprid and thiacloprid can interfere with estrogen induced signaling.",PMC7459580
32552291,"Fabio Stossi, Ragini M Mistry, Pankaj K Singh, Hannah L Johnson, Maureen G Mancini, Adam T Szafran, Michael A Mancini",Single-Cell Distribution Analysis of AR Levels by High-Throughput Microscopy in Cell Models: Application for Testing Endocrine-Disrupting Chemicals.,2020,"Cell-to-cell variation of protein expression in genetically homogeneous populations is a common biological trait often neglected during analysis of high-throughput (HT) screens and is rarely used as a metric to characterize chemicals. We have captured single-cell distributions of androgen receptor (AR) nuclear levels after perturbations as a means to evaluate assay reproducibility and characterize a small subset of chemicals. AR, a member of the nuclear receptor family of transcription factors, is the central regulator of male reproduction and is involved in many pathophysiological processes. AR protein levels and nuclear localization often increase following ligand binding, with dihydrotestosterone (DHT) being the natural agonist. HT AR immunofluorescence imaging was used in multiple cell lines to define single-cell nuclear values extracted from thousands of cells per condition treated with DHT or DMSO (control). Analysis of numerous biological replicates led to a quality control metric that takes into account the distribution of single-cell data, and how it changes upon treatments. Dose-response experiments across several cell lines showed a large range of sensitivity to DHT, prompting us to treat selected cell lines with 45 Environmental Protection Agency (EPA)-provided chemicals that include many endocrine-disrupting chemicals (EDCs); data from six of the compounds were then integrated with orthogonal assays. Our comprehensive results indicate that quantitative single-cell distribution analysis of AR protein levels is a valid method to detect the potential androgenic and antiandrogenic actions of environmentally relevant chemicals in a sensitive and reproducible manner.",PMC7430197
32518293,"Anastasia Repouskou, Anastasia-Konstantina Papadopoulou, Emily Panagiotidou, Panagiotis Trichas, Christian Lindh, Åke Bergman, Chris Gennings, Carl-Gustaf Bornehag, Joëlle Rüegg, Efthymia Kitraki, Antonios Stamatakis",Long term transcriptional and behavioral effects in mice developmentally exposed to a mixture of endocrine disruptors associated with delayed human neurodevelopment.,2020,"Accumulating evidence suggests that gestational exposure to endocrine disrupting chemicals (EDCs) may interfere with normal brain development and predispose for later dysfunctions. The current study focuses on the exposure impact of mixtures of EDCs that better mimics the real-life situation. We herein describe a mixture of phthalates, pesticides and bisphenol A (mixture N1) detected in pregnant women of the SELMA cohort and associated with language delay in their children. To study the long-term impact of developmental exposure to N1 on brain physiology and behavior we administered this mixture to mice throughout gestation at doses 0×, 0.5×, 10×, 100× and 500× the geometric mean of SELMA mothers' concentrations, and examined their offspring in adulthood. Mixture N1 exposure increased active coping during swimming stress in both sexes, increased locomotion and reduced social interaction in male progeny. The expression of corticosterone receptors, their regulator Fkbp5, corticotropin releasing hormone and its receptor, oxytocin and its receptor, estrogen receptor beta, serotonin receptors (Htr1a, Htr2a) and glutamate receptor subunit Grin2b, were modified in the limbic system of adult animals, in a region-specific, sexually-dimorphic and experience-dependent manner. Principal component analysis revealed gene clusters associated with the observed behavioral responses, mostly related to the stress axis. This integration of epidemiology-based data with an experimental model increases the evidence that prenatal exposure to EDC mixtures impacts later life brain functions.",PMC7283331
32392092,"Adam T Szafran, Michael J Bolt, Caroline E Obkirchner, Maureen G Mancini, Christine Helsen, Frank Claessens, Fabio Stossi, Michael A Mancini",A Mechanistic High-Content Analysis Assay Using a Chimeric Androgen Receptor That Rapidly Characterizes Androgenic Chemicals.,2020,"Human health is at risk from environmental exposures to a wide range of chemical toxicants and endocrine-disrupting chemicals (EDCs). As part of understanding this risk, the U.S. Environmental Protection Agency (EPA) has been pursuing new high-throughput in vitro assays and computational models to characterize EDCs. EPA models have incorporated our high-content analysis-based green fluorescent protein estrogen receptor (GFP-ER): PRL-HeLa assay, which allows direct visualization of ER binding to DNA regulatory elements. Here, we characterize a modified functional assay based on the stable expression of a chimeric androgen receptor (ARER), wherein a region containing the native AR DNA-binding domain (DBD) was replaced with the ERα DBD (amino acids 183-254). We demonstrate that the AR agonist dihydrotestosterone induces GFP-ARER nuclear translocation, PRL promoter binding, and transcriptional activity at physiologically relevant concentrations (<1 nM). In contrast, the AR antagonist bicalutamide induces only nuclear translocation of the GFP-ARER receptor (at μM concentrations). Estradiol also fails to induce visible chromatin binding, indicating androgen specificity. In a screen of reference chemicals from the EPA and the Agency for Toxic Substances and Disease Registry, the GFP-ARER cell model identified and mechanistically grouped activity by known (anti-)androgens based on the ability to induce nuclear translocation and/or chromatin binding. Finally, the cell model was used to identify potential (anti-)androgens in environmental samples in collaboration with the Houston Ship Channel/Galveston Bay Texas A&M University EPA Superfund Research Program. Based on these data, the chromatin-binding, in vitro assay-based GFP-ARER model represents a selective tool for rapidly identifying androgenic activity associated with drugs, chemicals, and environmental samples.",PMC7477889
32320692,"K R Wiersielis, S Adams, A Yasrebi, K Conde, T A Roepke",Maternal exposure to organophosphate flame retardants alters locomotor and anxiety-like behavior in male and female adult offspring.,2020,"Endocrine disrupting chemicals (EDCs) are chemicals found in our environment that interrupt typical endocrine function. Some flame retardants (FRs) are EDCs as shown in their interaction with steroid and nuclear receptors. Humans are consistently exposed to flame retardants as they are used in everyday items such as plastics, clothing, toys, and electronics. Polybrominated diphenyl ethers were used as the major FR until 2004, when they were replaced by organophosphate flame retardants (OPFRs). Previous research in rodent models utilizing a commercial flame retardant mixture containing OPFRs reported alterations in anxiety-like behavior in the elevated plus maze (EPM) for rodents perinatally exposed to OPFRs. In the present study we utilize wild-type mice maternally exposed (gestational day 7 to postnatal day 14) to either an OPFR mixture of tris(1,3-dichloro-2-propyl), triphenyl phosphate, and tricresyl phosphate or a sesame seed oil vehicle. These mice were evaluated for anxiety-like behavior in adulthood on the open field test (OFT) and the light/dark box (LDB) as well as the EPM. Outcomes from the OFT and LDB indicate that males and females maternally exposed to OPFRs exhibit altered locomotor activity. Results of the EPM were sex-specific as we did not observe an effect in females; however, effects in males differed depending on exposure condition. Males maternally exposed to OPFRs exhibited an anxiolytic-like phenotype in contrast to their vehicle counterparts. This effect in perinatally OPFR-exposed males was not due to alterations in locomotor activity. Our research illustrates that there are sex- and exposure-dependent effects of perinatal OPFR exposure on adult locomotor and anxiety-like behaviors in a mouse model.",PMC8530209
32303808,"Weiwei Feng, Yongchao Liu, Yangyang Ding, Guanghua Mao, Ting Zhao, Kun Chen, Xuchun Qiu, Tong Xu, XiaoFeng Zhao, Xiangyang Wu, Liuqing Yang",Typical neurobehavioral methods and transcriptome analysis reveal the neurotoxicity and mechanisms of di(2-ethylhexyl) phthalate on pubertal male ICR mice with type 2 diabetes mellitus.,2020,"In the present study, the neurotoxicity and mechanisms of di-(2-ethylhexyl) phthalate (DEHP) exposure on pubertal normal (P-normal) and pubertal type 2 diabetes mellitus (P-T2DM) mice were investigated by typical neurobehavioral methods and transcriptome analysis. Pubertal male ICR mice were orally exposed to DEHP (0.18, 1.8, 18 and 180 mg/kg/d) for 3 weeks. In Open field test, DEHP significantly increased the time in central area staying and decreased the total distance and clockwise (CW) rotation of P-normal and P-T2DM mice. Morris water maze showed that DEHP significantly increased the latency in locating platform and decreased the original platform quadrant and residence time in target quadrant of P-normal and P-T2DM mice. Transcriptome analysis results revealed the effects of DEHP exposure on neural signaling pathway including biogenic amines neurotransmitters, nerve receptors, neurobiological processes, etc. Enzyme-linked immunosorbent assay (ELISA) and western blotting results showed that DEHP significantly decreased the contents of 5-HT, cAMP, GABA and Ca2+, the levels of CREB, phosphorylation of PKA, ERK1/2 and CREB, increased the levels of CaM and phosphorylation of CaMKII in P-normal and P-T2DM mice. Factorial analysis results showed that P-T2DM mice were more sensitive than those of P-normal mice. The potential neurotoxicity mechanism of DEHP may be synergistically mediated by the cAMP-PKA-ERK1/2-CREB signaling and the Ca2+ signaling pathway.",4490310
32260386,"Vittoria Mallia, Lada Ivanova, Gunnar S Eriksen, Emma Harper, Lisa Connolly, Silvio Uhlig",Investigation of In Vitro Endocrine Activities of Microcystis and Planktothrix Cyanobacterial Strains.,2020,"Cyanobacteria are cosmopolitan photosynthetic prokaryotes that can form dense accumulations in aquatic environments. They are able to produce many bioactive metabolites, some of which are potentially endocrine disrupting compounds, i.e., compounds that interfere with the hormonal systems of animals and humans. Endocrine disruptors represent potential risks to both environmental and human health, making them a global challenge. The aim of this study was to investigate the potential endocrine disrupting activities with emphasis on estrogenic effects of extracts from cultures of Microcystis or Planktothrix species. We also assessed the possible role of microcystins, some of the most studied cyanobacterial toxins, and thus included both microcystin-producing and non-producing strains. Extracts from 26 cyanobacterial cultures were initially screened in estrogen-, androgen-, and glucocorticoid-responsive reporter-gene assays (RGAs) in order to identify endocrine disruption at the level of nuclear receptor transcriptional activity. Extracts from selected strains were tested repeatedly in the estrogen-responsive RGAs, but the observed estrogen agonist and antagonist activity was minor and similar to that of the cyanobacteria growth medium control. We thus focused on another, non-receptor mediated mechanism of action, and studied the 17β-estradiol (natural estrogen hormone) biotransformation in human liver microsomes in the presence or absence of microcystin-LR (MC-LR), or an extract from the MC-LR producing M. aeruginosa PCC7806 strain. Our results show a modulating effect on the estradiol biotransformation. Thus, while 2-hydroxylation was significantly decreased following co-incubation of 17β-estradiol with MC-LR or M. aeruginosa PCC7806 extract, the relative concentration of estrone was increased.",PMC7232361
32244747,"Maša Kenda, Marija Sollner Dolenc",Computational Study of Drugs Targeting Nuclear Receptors.,2020,"Endocrine-disrupting chemicals have been shown to interfere with the endocrine system function at the level of hormone synthesis, transport, metabolism, binding, action, and elimination. They are associated with several health problems in humans: obesity, diabetes mellitus, infertility, impaired thyroid and neuroendocrine functions, neurodevelopmental problems, and cancer are among them. As drugs are chemicals humans can be frequently exposed to for longer periods of time, special emphasis should be put on their endocrine-disrupting potential. In this study, we conducted a screen of 1046 US-approved and marketed small-molecule drugs (molecular weight between 60 and 600) for estimating their endocrine-disrupting properties. Binding affinity to 12 nuclear receptors was assessed with a molecular-docking program, Endocrine Disruptome. We identified 130 drugs with a high binding affinity to a nuclear receptor that is not their pharmacological target. In a subset of drugs with predicted high binding affinities to a nuclear receptor with Endocrine Disruptome, the positive predictive value was 0.66 when evaluated with in silico results obtained with another molecular docking program, VirtualToxLab, and 0.32 when evaluated with in vitro results from the Tox21 database. Computational screening was proven useful in prioritizing drugs for in vitro testing. We suggest that the novel interactions of drugs with nuclear receptors predicted here are further investigated.",PMC7180905
32105160,"Zhe Li, Cong Lyu, Yun Ren, Hailin Wang",Role of TET Dioxygenases and DNA Hydroxymethylation in Bisphenols-Stimulated Proliferation of Breast Cancer Cells.,2020,"Bisphenol A (BPA), a ubiquitous environmental endocrine disruptor targeting estrogen receptors (ERs), has been implicated in the promotion of breast cancer. Perinatal exposure of BPA could induce longitudinal alteration of DNA hydroxymethylation in imprinted loci of mouse blood cells. To date, no data has been reported on the effects of BPA on DNA hydroxymethylation in breast cells. Therefore, we asked whether BPA can induce DNA hydroxymethylation change in human breast cells. Given that dysregulated epigenetic DNA hydroxymethylation is observed in various cancers, we wondered how DNA hydroxymethylation modulates cancer development, and specifically, whether and how BPA and its analogs promote breast cancer development via DNA hydroxymethylation. We aimed to explore the interplay of the estrogenic activity of bisphenols at environmental exposure dose levels with TET dioxygenase-catalyzed DNA hydroxymethylation and to elucidate their roles in the proliferation of ER+ breast cancer cells as stimulated by environmentally relevant bisphenols. Human MCF-7 and T47D cell lines were used as ER-dependent breast cell proliferation models, and the human MDA-MB-231 cell line was used as an ER-independent breast cell model. These cells were treated with BPA or bisphenol S (BPS) to examine BPA/BPS-related proliferation. Ultra-high performance liquid chromatography-tandem mass spectrometry (UHPLC-MS/MS) and enzyme-linked immunosorbent assays (ELISAs) were used to detect DNA hydroxymethylation. Crispr/Cas9 and RNA interference technologies, quantitative polymerase chain reaction (qPCR), and Western blot analyses were used to evaluate the expression and function of genes. Co-immunoprecipitation (Co-IP), bisulfite sequencing-PCR (BSP), and chromatin immunoprecipitation-qPCR (ChIP-qPCR) were used to identify the interactions of target proteins. We measured higher proliferation in ER+ breast cancer cells treated with BPA or its replacement, BPS, accompanied by an ERα-dependent decrease in genomic DNA hydroxymethylation. The results of our overexpression, knockout, knockdown, and inhibition experiments suggested that TET2-catalyzed DNA hydroxymethylation played a suppressive role in BPA/BPS-stimulated cell proliferation. On the other hand, we observed that TET2 was negatively regulated by the activation of ERα (dimerized and phosphorylated), which was also induced by BPA/BPS binding. Instead of a direct interaction between TET2 and ERα, data of our Co-IP, BSP, and ChIP-qPCR experiments indicated that the activated ERα increased the DNA methyltransferase (DNMT)-mediated promoter methylation of TET2, leading to an inhibition of the TET2 expression and DNA hydroxymethylation. We identified a new feedback circuit of ERα activation-DNMT-TET2-DNA hydroxymethylation in ER+ breast cancer cells and uncovered a pivotal role of TET2-mediated DNA hydroxymethylation in modulating BPA/BPS-stimulated proliferation. Moreover, to our knowledge, we for the first time established a linkage among chemical exposure, DNA hydroxymethylation, and tumor-associated proliferation. These findings further clarify the estrogenic activity of BPA/BPS and its profound implications for the regulation of epigenetic DNA hydroxymethylation and cell proliferation. https://doi.org/10.1289/EHP5862.",PMC7064327
32074470,"Kamel Mansouri, Nicole Kleinstreuer, Ahmed M Abdelaziz, Domenico Alberga, Vinicius M Alves, Patrik L Andersson, Carolina H Andrade, Fang Bai, Ilya Balabin, Davide Ballabio, Emilio Benfenati, Barun Bhhatarai, Scott Boyer, Jingwen Chen, Viviana Consonni, Sherif Farag, Denis Fourches, Alfonso T García-Sosa, Paola Gramatica, Francesca Grisoni, Chris M Grulke, Huixiao Hong, Dragos Horvath, Xin Hu, Ruili Huang, Nina Jeliazkova, Jiazhong Li, Xuehua Li, Huanxiang Liu, Serena Manganelli, Giuseppe F Mangiatordi, Uko Maran, Gilles Marcou, Todd Martin, Eugene Muratov, Dac-Trung Nguyen, Orazio Nicolotti, Nikolai G Nikolov, Ulf Norinder, Ester Papa, Michel Petitjean, Geven Piir, Pavel Pogodin, Vladimir Poroikov, Xianliang Qiao, Ann M Richard, Alessandra Roncaglioni, Patricia Ruiz, Chetan Rupakheti, Sugunadevi Sakkiah, Alessandro Sangion, Karl-Werner Schramm, Chandrabose Selvaraj, Imran Shah, Sulev Sild, Lixia Sun, Olivier Taboureau, Yun Tang, Igor V Tetko, Roberto Todeschini, Weida Tong, Daniela Trisciuzzi, Alexander Tropsha, George Van Den Driessche, Alexandre Varnek, Zhongyu Wang, Eva B Wedebye, Antony J Williams, Hongbin Xie, Alexey V Zakharov, Ziye Zheng, Richard S Judson",CoMPARA: Collaborative Modeling Project for Androgen Receptor Activity.,2020,"Endocrine disrupting chemicals (EDCs) are xenobiotics that mimic the interaction of natural hormones and alter synthesis, transport, or metabolic pathways. The prospect of EDCs causing adverse health effects in humans and wildlife has led to the development of scientific and regulatory approaches for evaluating bioactivity. This need is being addressed using high-throughput screening (HTS) in vitro approaches and computational modeling. In support of the Endocrine Disruptor Screening Program, the U.S. Environmental Protection Agency (EPA) led two worldwide consortiums to virtually screen chemicals for their potential estrogenic and androgenic activities. Here, we describe the Collaborative Modeling Project for Androgen Receptor Activity (CoMPARA) efforts, which follows the steps of the Collaborative Estrogen Receptor Activity Prediction Project (CERAPP). The CoMPARA list of screened chemicals built on CERAPP's list of 32,464 chemicals to include additional chemicals of interest, as well as simulated ToxCast™ metabolites, totaling 55,450 chemical structures. Computational toxicology scientists from 25 international groups contributed 91 predictive models for binding, agonist, and antagonist activity predictions. Models were underpinned by a common training set of 1,746 chemicals compiled from a combined data set of 11 ToxCast™/Tox21 HTS in vitro assays. The resulting models were evaluated using curated literature data extracted from different sources. To overcome the limitations of single-model approaches, CoMPARA predictions were combined into consensus models that provided averaged predictive accuracy of approximately 80% for the evaluation set. The strengths and limitations of the consensus predictions were discussed with example chemicals; then, the models were implemented into the free and open-source OPERA application to enable screening of new chemicals with a defined applicability domain and accuracy assessment. This implementation was used to screen the entire EPA DSSTox database of ∼875,000 chemicals, and their predicted AR activities have been made available on the EPA CompTox Chemicals dashboard and National Toxicology Program's Integrated Chemical Environment. https://doi.org/10.1289/EHP5580.",PMC7064318
31795452,"Elza S S Fonseca, Youhei Hiromori, Yoshifumi Kaite, Raquel Ruivo, João N Franco, Tsuyoshi Nakanishi, Miguel M Santos, L Filipe C Castro",An Orthologue of the Retinoic Acid Receptor (RAR) Is Present in the Ecdysozoa Phylum Priapulida.,2019,"Signalling molecules and their cognate receptors are central components of the Metazoa endocrine system. Defining their presence or absence in extant animal lineages is critical to accurately devise evolutionary patterns, physiological shifts and the impact of endocrine disrupting chemicals. Here, we address the evolution of retinoic acid (RA) signalling in the Priapulida worm, Priapuluscaudatus Lamarck, 1816, an Ecdysozoa. RA signalling has been shown to be central to chordate endocrine homeostasis, participating in multiple developmental and physiological processes. Priapulids, with their slow rate of molecular evolution and phylogenetic position, represent a key taxon to investigate the early phases of Ecdysozoa evolution. By exploring a draft genome assembly, we show, by means of phylogenetics and functional assays, that an orthologue of the nuclear receptor retinoic acid receptor (RAR) subfamily, a central mediator of RA signalling, is present in Ecdysozoa, contrary to previous perception. We further demonstrate that the Priapulida RAR displays low-affinity for retinoids (similar to annelids), and is not responsive to common endocrine disruptors acting via RAR. Our findings provide a timeline for RA signalling evolution in the Bilateria and give support to the hypothesis that the increase in RA affinity towards RAR is a late acquisition in the evolution of the Metazoa.",PMC6947571
31733503,"Fritzie T Celino-Brady, Cody K Petro-Sakuma, Jason P Breves, Darren T Lerner, Andre P Seale","Early-life exposure to 17β-estradiol and 4-nonylphenol impacts the growth hormone/insulin-like growth-factor system and estrogen receptors in Mozambique tilapia, Oreochromis mossambicus.",2019,"It is widely recognized that endocrine disrupting chemicals (EDCs) released into the environment through anthropogenic activities can have short-term impacts on physiological and behavioral processes and/or sustained or delayed long-term developmental effects on aquatic organisms. While numerous studies have characterized the effects of EDCs on temperate fishes, less is known on the effects of EDCs on the growth and reproductive physiology of tropical species. To determine the long-term effects of early-life exposure to common estrogenic chemicals, we exposed Mozambique tilapia (Oreochromis mossambicus) yolk-sac fry to 17β-estradiol (E2) and nonylphenol (NP) and subsequently characterized the expression of genes involved in growth and reproduction in adults. Fry were exposed to waterborne E2 (0.1 and 1 μg/L) and NP (10 and 100 μg/L) for 21 days. After the exposure period, juveniles were reared for an additional 112 days until males were sampled. Gonadosomatic index was elevated in fish exposed to E2 (0.1 μg/L) while hepatosomatic index was decreased by exposure to NP (100 μg/L). Exposure to E2 (0.1 μg/L) induced hepatic growth hormone receptor (ghr) mRNA expression. The high concentration of E2 (1 μg/L), and both concentrations of NP, increased hepatic insulin-like growth-factor 1 (igf1) expression; E2 and NP did not affect hepatic igf2 and pituitary growth hormone (gh) levels. Both E2 (1 μg/L) and NP (10 μg/L) induced hepatic igf binding protein 1b (igfbp1b) levels while only NP (100 μg/L) induced hepatic igfbp2b levels. By contrast, hepatic igfbp6b was reduced in fish exposed to E2 (1 μg/L). There were no effects of E2 or NP on hepatic igfbp4 and igfbp5a expression. Although the expression of three vitellogenin transcripts was not affected, E2 and NP stimulated hepatic estrogen receptor (erα and erβ) mRNA expression. We conclude that tilapia exposed to E2 and NP as yolk-sac fry exhibit subsequent changes in the endocrine systems that control growth and reproduction during later life stages.",PMC6935514
31683213,"Elizabeth K Medlock Kakaley, Brett R Blackwell, Mary C Cardon, Justin M Conley, Nicola Evans, David J Feifarek, Edward T Furlong, Susan T Glassmeyer, L Earl Gray, Phillip C Hartig, Dana W Kolpin, Marc A Mills, Laura Rosenblum, Daniel L Villeneuve, Vickie S Wilson",De Facto Water Reuse: Bioassay suite approach delivers depth and breadth in endocrine active compound detection.,2020,"Although endocrine disrupting compounds have been detected in wastewater and surface waters worldwide using a variety of in vitro effects-based screening tools, e.g. bioassays, few have examined potential attenuation of environmental contaminants by both natural (sorption, degradation, etc.) and anthropogenic (water treatment practices) processes. This study used several bioassays and quantitative chemical analyses to assess residence-time weighted samples at six sites along a river in the northeastern United States beginning upstream from a wastewater treatment plant outfall and proceeding downstream along the stream reach to a drinking water treatment plant. Known steroidal estrogens were quantified and changes in signaling pathway molecular initiating events (activation of estrogen, androgen, glucocorticoid, peroxisome proliferator-activated, pregnane X receptor, and aryl hydrocarbon receptor signaling networks) were identified in water extracts. In initial multi-endpoint assays geographic and receptor-specific endocrine activity patterns in transcription factor signatures and nuclear receptor activation were discovered. In subsequent single endpoint receptor-specific bioassays, estrogen (16 of 18 samples; 0.01 to 28 ng estradiol equivalents [E2Eqs]/L) glucocorticoid (3 of 18 samples; 1.8 to 21 ng dexamethasone equivalents [DexEqs]/L), and androgen (2 of 18 samples; 0.95 to 2.1 ng dihydrotestosterone equivalents [DHTEqs]/L) receptor transcriptional activation occurred above respective assay method detection limits (0.04 ng E2Eqs/L, 1.2 ng DexEqs/L, and 0.77 ng DHTEqs/L) in multiple sampling events. Estrogen activity, the most often detected, correlated well with measured concentrations of known steroidal estrogens (r2 = 0.890). Overall, activity indicative of multiple types of endocrine active compounds was highest in wastewater effluent samples, while activity downstream was progressively lower, and negligible in unfinished treated drinking water. Not only was estrogenic and glucocorticoid activity confirmed in the effluent by utilizing multiple methods concurrently, but other activated signaling networks that historically received less attention (i.e. peroxisome proliferator-activated receptor) were also detected.",PMC9136853
