PM ID,Entity,Class,Sentence id
12896846,binding,ACTIVITY,3
12896846,implicated,ACTIVITY,4
12896846,ethanol,ENDOCRINE_DISRUPTING_CHEMICAL,5
12896846,brain,TARGET,5
12896846,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,5
12896846,brain,TARGET,6
12896846,polychlorinated biphenyls,ENDOCRINE_DISRUPTING_CHEMICAL,title
12896846,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
12948882,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
12948882,activity,ACTIVITY,11
14710177,infertility,ACTIVITY,1
14998751,up to six,ACTIVITY,5
14998751,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,7
14998751,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,8
14998751,decreased,ACTIVITY,8
14998751,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,9
14998751,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,10
14998751,trenbolone,ENDOCRINE_DISRUPTING_CHEMICAL,10
14998751,instrumental,ACTIVITY,10
15121509,phytoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
15121509,disrupted,ACTIVITY,1
15121509,estrogen receptor,TARGET,5
15121509,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,5
15121509,phytoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,7
15121509,disrupt,ACTIVITY,7
15121509,phytoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
15121509,disrupted,ACTIVITY,title
15289160,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
15289160,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
15289160,induced,ACTIVITY,1
15289160,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
15289160,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,2
15289160,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,2
15289160,increased,ACTIVITY,6
15289160,monoamine oxidase,TARGET,7
15289160,increased,ACTIVITY,7
15289160,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,10
15289160,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,10
15289160,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
15289160,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,title
15289160,induced,ACTIVITY,title
15531437,phytoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
15531437,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,3
15531437,daidzein,ENDOCRINE_DISRUPTING_CHEMICAL,3
15531437,coumestrol,ENDOCRINE_DISRUPTING_CHEMICAL,3
15531437,estrogen receptor,TARGET,4
15531437,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
15531437,agonist 0.1 microgkgday,ACTIVITY,8
15531437,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,11
15531437,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,11
15531437,agonist,ACTIVITY,12
15531437,phytoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
15579420,ethynylestradiol,ENDOCRINE_DISRUPTING_CHEMICAL,1
15579420,driven,ACTIVITY,2
15579420,ethynylestradiol,ENDOCRINE_DISRUPTING_CHEMICAL,3
15579420,investigate,ACTIVITY,4
15579420,impacts,ACTIVITY,4
15579420,infertility,ACTIVITY,7
15579420,undifferentiated,ACTIVITY,7
15579420,reduced,ACTIVITY,8
15579420,affect,ACTIVITY,11
15579420,impacts,ACTIVITY,12
15579420,ethynylestradiol,ENDOCRINE_DISRUPTING_CHEMICAL,title
15743723,brain,TARGET,1
15743723,liver,TARGET,2
15743723,stimulate,ACTIVITY,2
15743723,brain,TARGET,3
15743723,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
15743723,brain,TARGET,4
15743723,mediated,ACTIVITY,4
15743723,brain,TARGET,5
15743723,ethinylestradiol,ENDOCRINE_DISRUPTING_CHEMICAL,6
15743723,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,6
15743723,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
15743723,increased,ACTIVITY,6
15743723,activity,ACTIVITY,6
15743723,tamoxifen,ENDOCRINE_DISRUPTING_CHEMICAL,8
15743723,increased,ACTIVITY,8
15743723,brain,TARGET,10
15743723,injections,ACTIVITY,10
15743723,increased,ACTIVITY,11
15743723,activity,ACTIVITY,11
15743723,brain,TARGET,12
15743723,modulate,ACTIVITY,12
15743723,brain,TARGET,title
15821754,pregnenolone,ENDOCRINE_DISRUPTING_CHEMICAL,2
15821754,dehydroepiandrosterone,ENDOCRINE_DISRUPTING_CHEMICAL,2
15821754,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,3
15821754,blocked,ACTIVITY,3
15821754,blocked,ACTIVITY,4
15821754,abolished,ACTIVITY,5
15821754,inhibited,ACTIVITY,6
15821754,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,7
15821754,abolished,ACTIVITY,7
16203228,blurring,ACTIVITY,1
16203228,blurring,ACTIVITY,title
16203238,disruption,ACTIVITY,1
16203238,disruption,ACTIVITY,3
16203238,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
16203238,up to 300,ACTIVITY,4
16203238,steroid estrogens,ENDOCRINE_DISRUPTING_CHEMICAL,5
16203238,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,8
16203238,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,9
16203238,disruption,ACTIVITY,title
16263510,polychlorinated biphenyls,ENDOCRINE_DISRUPTING_CHEMICAL,5
16263510,up-regulating,ACTIVITY,5
16263510,serum,TARGET,6
16263510,serum,TARGET,8
16263510,additivity,ACTIVITY,14
16263510,underpredicted,ACTIVITY,17
16263510,2-,ACTIVITY,17
16263510,additivity,ACTIVITY,18
16263516,increasing,ACTIVITY,2
16263516,induced,ACTIVITY,10
16263516,induced,ACTIVITY,11
16263516,acetochlor,ENDOCRINE_DISRUPTING_CHEMICAL,13
16263516,herbicide,ENDOCRINE_DISRUPTING_CHEMICAL,13
16263516,activity,ACTIVITY,13
16330346,reduced,ACTIVITY,3
16330346,ddt,ENDOCRINE_DISRUPTING_CHEMICAL,9
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,1
16351736,dichlorodiphenyltrichloroethane,ENDOCRINE_DISRUPTING_CHEMICAL,2
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,3
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,4
16351736,bind,ACTIVITY,4
16351736,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,6
16351736,progesterone,ENDOCRINE_DISRUPTING_CHEMICAL,6
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,7
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,9
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,10
16351736,interactions,ACTIVITY,10
16351736,affinity,ACTIVITY,11
16351736,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,title
16367917,potassium perchlorate,ENDOCRINE_DISRUPTING_CHEMICAL,2
16367917,increases,ACTIVITY,4
16367917,changes,ACTIVITY,4
16367917,changes,ACTIVITY,5
16367917,increased,ACTIVITY,6
16573822,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,3
16573822,binding,ACTIVITY,3
16573822,exhibiting,ACTIVITY,3
16573822,activity,ACTIVITY,4
16573822,activity elicited,ACTIVITY,8
16573822,up to 1.785,ACTIVITY,9
16573822,activity,ACTIVITY,12
16674832,blood,TARGET,1
16674832,activity,ACTIVITY,1
16674832,effects,ACTIVITY,3
16674832,impact,ACTIVITY,3
16674832,serum,TARGET,4
16674832,activity,ACTIVITY,4
16674832,serum,TARGET,6
16674832,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,6
16674832,induced,ACTIVITY,6
16674832,transactivity,ACTIVITY,6
16674832,serum,TARGET,7
16674832,activity,ACTIVITY,7
16674832,antagonized,ACTIVITY,8
16674832,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,11
16674832,serum,TARGET,13
16674832,activity,ACTIVITY,13
16674832,activity,ACTIVITY,14
16674832,serum,TARGET,15
16674832,blood,TARGET,title
16674832,activity,ACTIVITY,title
16759969,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,1
16759969,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,title
16765462,changes,ACTIVITY,1
16765462,dieldrin,ENDOCRINE_DISRUPTING_CHEMICAL,2
16765462,dieldrin,ENDOCRINE_DISRUPTING_CHEMICAL,3
16765462,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,4
16765462,11-ketotestosterone,ENDOCRINE_DISRUPTING_CHEMICAL,4
16765462,increased,ACTIVITY,4
16765462,dieldrin,ENDOCRINE_DISRUPTING_CHEMICAL,5
16765462,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,5
16765462,11-ketotestosterone,ENDOCRINE_DISRUPTING_CHEMICAL,5
16765462,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,6
16765462,altered,ACTIVITY,6
16765462,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,7
16765462,estrogen receptor alpha,TARGET,7
16765462,liver,TARGET,7
16765462,altered,ACTIVITY,8
16765462,dieldrin,ENDOCRINE_DISRUPTING_CHEMICAL,9
16765462,estrogen receptor alpha,TARGET,9
16765462,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,9
16765462,altered,ACTIVITY,9
16765462,dieldrin,ENDOCRINE_DISRUPTING_CHEMICAL,10
16765462,altered,ACTIVITY,10
16765462,changes,ACTIVITY,title
16818243,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,1
16818243,caused,ACTIVITY,6
16818243,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,8
16818243,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,9
16818243,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,10
16818243,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,title
16818245,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,1
16818245,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,9
16818245,atrazine,ENDOCRINE_DISRUPTING_CHEMICAL,10
16818245,s-metolachlor,ENDOCRINE_DISRUPTING_CHEMICAL,10
16818245,corticosterone,ENDOCRINE_DISRUPTING_CHEMICAL,13
16818245,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,14
16818245,induced,ACTIVITY,16
16818245,immunosuppression,ACTIVITY,16
16818245,plasma,TARGET,17
16818245,corticosterone,ENDOCRINE_DISRUPTING_CHEMICAL,17
16818245,increase,ACTIVITY,17
16818245,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,title
16823090,changes,ACTIVITY,3
16823090,discharges,ACTIVITY,3
16823090,attributed,ACTIVITY,3
16823090,estrone,ENDOCRINE_DISRUPTING_CHEMICAL,5
16823090,estriol,ENDOCRINE_DISRUPTING_CHEMICAL,5
16823090,activity,ACTIVITY,7
16823090,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,13
16823090,increased attention,ACTIVITY,14
16882539,appropriate,ACTIVITY,4
16882539,endocrine disruptors,ENDOCRINE_DISRUPTING_CHEMICAL,5
16966085,changes,ACTIVITY,3
16966085,increasing,ACTIVITY,3
16966085,changes,ACTIVITY,4
16966085,documented,ACTIVITY,5
16966085,associated,ACTIVITY,7
16966085,altered,ACTIVITY,7
16966085,up-regulation,ACTIVITY,8
16966102,disorders,ACTIVITY,1
16966102,increased,ACTIVITY,8
16966102,cadmium,ENDOCRINE_DISRUPTING_CHEMICAL,9
16966102,trichloroethylene,ENDOCRINE_DISRUPTING_CHEMICAL,9
16966102,disorders,ACTIVITY,title
16973726,vinclozolin,ENDOCRINE_DISRUPTING_CHEMICAL,1
16973726,induced,ACTIVITY,1
16973726,disease,ACTIVITY,2
16973726,vinclozolin,ENDOCRINE_DISRUPTING_CHEMICAL,4
16973726,blood,TARGET,6
16973726,vinclozolin,ENDOCRINE_DISRUPTING_CHEMICAL,title
16973726,induced,ACTIVITY,title
17010207,estrogen receptor,TARGET,2
17010207,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,2
17010207,bind,ACTIVITY,2
17010207,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,4
17010207,altered,ACTIVITY,4
17010207,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,5
17010207,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,6
17010207,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,6
17010207,increased,ACTIVITY,8
17010207,altered,ACTIVITY,9
17026759,investigate,ACTIVITY,5
17026759,increases,ACTIVITY,5
17026759,pesticide,ENDOCRINE_DISRUPTING_CHEMICAL,12
17026759,increasing,ACTIVITY,12
17026759,individual,ACTIVITY,14
17148420,disruption,ACTIVITY,1
17148420,disruption,ACTIVITY,2
17148420,disruption,ACTIVITY,4
17148420,disruption,ACTIVITY,title
17274994,brain,TARGET,3
17274994,disrupt,ACTIVITY,3
17274994,manifested,ACTIVITY,3
17274994,disrupted,ACTIVITY,8
17389367,effects,ACTIVITY,2
17389367,edcs,ENDOCRINE_DISRUPTING_CHEMICAL,6
17413841,imprinted,ACTIVITY,5
17435199,inadequate,ACTIVITY,1
17456458,xenoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
17456458,altered,ACTIVITY,1
17456458,affect,ACTIVITY,3
17456458,contaminated,ACTIVITY,5
17456458,caused,ACTIVITY,10
17456458,altered,ACTIVITY,11
17456458,alter,ACTIVITY,12
17456458,xenoestrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
17456458,altered,ACTIVITY,title
17498760,polychlorinated biphenyls,ENDOCRINE_DISRUPTING_CHEMICAL,1
17498760,changes,ACTIVITY,3
17498760,interactions,ACTIVITY,6
17498760,incorporated,ACTIVITY,8
17498760,depressed,ACTIVITY,9
17498760,polychlorinated biphenyls,ENDOCRINE_DISRUPTING_CHEMICAL,title
17520051,antiandrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
17520051,vinclozolin,ENDOCRINE_DISRUPTING_CHEMICAL,4
17520051,finasteride,ENDOCRINE_DISRUPTING_CHEMICAL,4
17520051,linuron,ENDOCRINE_DISRUPTING_CHEMICAL,4
17520051,participated,ACTIVITY,5
17520051,changes,ACTIVITY,5
17520051,antiandrogen,ENDOCRINE_DISRUPTING_CHEMICAL,6
17520051,linuron,ENDOCRINE_DISRUPTING_CHEMICAL,6
17520051,reduced,ACTIVITY,6
17520051,activity,ACTIVITY,10
17520051,antiandrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
17679765,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,2
17679765,modulated,ACTIVITY,2
17679765,ketoconazole,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,flutamide,ENDOCRINE_DISRUPTING_CHEMICAL,3
17679765,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,5
17679765,decrease,ACTIVITY,5
17679765,flutamide,ENDOCRINE_DISRUPTING_CHEMICAL,6
17679765,ketoconazole,ENDOCRINE_DISRUPTING_CHEMICAL,6
17679765,nonylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,6
17679765,octylphenol,ENDOCRINE_DISRUPTING_CHEMICAL,6
17679765,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,6
17805421,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,1
17805421,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,2
17805421,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,2
17805421,diethylstilbestrol,ENDOCRINE_DISRUPTING_CHEMICAL,title
17884332,"2,3,7,8-tetrachlorodibenzo-p-dioxin",ENDOCRINE_DISRUPTING_CHEMICAL,1
17884332,disruption,ACTIVITY,1
17884332,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,3
17884332,impacts,ACTIVITY,3
17884332,estradiol,ENDOCRINE_DISRUPTING_CHEMICAL,5
17884332,inhibits,ACTIVITY,5
17884332,attenuated,ACTIVITY,5
17884332,"2,3,7,8-tetrachlorodibenzo-p-dioxin",ENDOCRINE_DISRUPTING_CHEMICAL,title
17884332,disruption,ACTIVITY,title
17949972,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,1
17949972,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
17949972,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,2
17949972,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,2
17949972,ddt,ENDOCRINE_DISRUPTING_CHEMICAL,3
17949972,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,3
17949972,increasing,ACTIVITY,8
17949972,increased activity,ACTIVITY,8
17949972,increasing,ACTIVITY,9
17949972,decreased,ACTIVITY,9
17949972,increased,ACTIVITY,9
17949972,methoxychlor,ENDOCRINE_DISRUPTING_CHEMICAL,title
17949972,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,title
18005447,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,3
18005447,affected,ACTIVITY,3
18005447,daidzein,ENDOCRINE_DISRUPTING_CHEMICAL,4
18005447,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,4
18005447,blood,TARGET,8
18005447,daidzein,ENDOCRINE_DISRUPTING_CHEMICAL,8
18005447,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,8
18005447,daidzein,ENDOCRINE_DISRUPTING_CHEMICAL,10
18005447,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,10
18005447,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,11
18005447,serum,TARGET,12
18005447,daidzein,ENDOCRINE_DISRUPTING_CHEMICAL,12
18005447,genistein,ENDOCRINE_DISRUPTING_CHEMICAL,12
18005447,inability,ACTIVITY,13
18048496,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,1
18048496,triclocarban,ENDOCRINE_DISRUPTING_CHEMICAL,1
18048496,steroid,ENDOCRINE_DISRUPTING_CHEMICAL,2
18048496,triclocarban,ENDOCRINE_DISRUPTING_CHEMICAL,3
18048496,"3,4,4",ACTIVITY,3
18048496,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,4
18048496,mediated,ACTIVITY,4
18048496,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,5
18048496,supported,ACTIVITY,5
18048496,increased,ACTIVITY,5
18048496,testosterone,ENDOCRINE_DISRUPTING_CHEMICAL,title
18048496,triclocarban,ENDOCRINE_DISRUPTING_CHEMICAL,title
18155859,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,1
18155859,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,1
18155859,bisphenol,ENDOCRINE_DISRUPTING_CHEMICAL,3
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,3
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,4
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,6
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,7
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,8
18155859,bpa,ENDOCRINE_DISRUPTING_CHEMICAL,9
18155859,increased,ACTIVITY,9
18155859,up to 55,ACTIVITY,9
18155859,estrogen,ENDOCRINE_DISRUPTING_CHEMICAL,10
